"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Spain","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","180",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","60",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","37",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","27",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","20",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","16",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","12",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","9",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","9",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","7",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","7",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","7",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","6",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","5",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","4",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1991","Kilowatts,  thousand","4",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1990","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.4",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.4",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1.4",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1.38",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1.38",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0.1",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0.1",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","0.1",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","0.1",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","0.678",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.586",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.086",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.066",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.025",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"St. Kitts-Nevis","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.4","1"
"St. Kitts-Nevis","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.4","1"
"St. Kitts-Nevis","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.75",""
"St. Kitts-Nevis","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","104",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","60",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","43",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","24",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","12",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","11",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","9",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","8",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","6",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","5",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","4",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","4",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","4",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","1",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","1",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","1",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","17",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","15",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","7",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","4",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1570","1"
"Thailand","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1570",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1570",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","25.5","1"
"Thailand","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","25.5","1"
"Thailand","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","25.5",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","10",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.7",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.7",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.7",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.8",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0.1",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0.1",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","0.2",""
"Tonga","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","2.4",""
"Tonga","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.6","1"
"Tonga","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.6","1"
"Tonga","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1.42","1"
"Turkey","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","249",""
"Turkey","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","40",""
"Tuvalu","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","421",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","408",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","609",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","319",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","148",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","60",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","60",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","60",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","10",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","10",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"United Kingdom","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1696",""
"United States","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","13369",""
"United States","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","10093",""
"United States","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","6422",""
"United States","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","3063",""
"United States","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1466",""
"United States","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","866",""
"United States","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","618",""
"United States","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","536",""
"United States","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","502",""
"United States","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","411",""
"United States","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","397",""
"United States","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","397",""
"United States","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","397",""
"United States","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","211",""
"United States","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","252",""
"United States","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","424",""
"United States","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","454",""
"United States","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","5",""
"United States","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","5",""
"United States","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","3",""
"United States","Electricity - net installed capacity of electric power plants public solar","1991","Kilowatts,  thousand","3",""
"United States","Electricity - net installed capacity of electric power plants public solar","1990","Kilowatts,  thousand","3",""
"United States Virgin Is.","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","8.5","1"
"United States Virgin Is.","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","4.5","1"
"United States Virgin Is.","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.5","1"
"United States Virgin Is.","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.5","1"
"United States Virgin Is.","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.5","1"
"Uruguay","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","8.5",""
"Uruguay","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.5",""
"Uruguay","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.5",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","1",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.4","1"
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.11",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.11",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.11",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.07",""
"Venezuela (Bolivar. Rep.)","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","2.32",""
"Venezuela (Bolivar. Rep.)","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","2.32",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.107","1"
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.107","1"
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.107","1"
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.107",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.107",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.107",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.107",""
"Zambia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.06",""

"fnSeqID","Footnote"
"1","Estimate"
